iccs,leg_stat,sex,unit,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
ICCS0101,PER_VICT,T,P_HTHAB,RS	1.34 	1.74 	1.46 	1.68 	1.98 	1.54 	1.86 	1.78 	2.10 	1.90 
ICCS0101,PER_VICT,T,P_HTHAB,SE	1.13 	1.08 	1.15 	0.90 	0.91 	0.72 	0.86 	: 	: 	: 
ICCS0101,PER_VICT,T,P_HTHAB,SI	0.92 	0.48 	0.97 	0.78 	0.58 	0.68 	0.78 	0.73 	0.64 	0.50 
ICCS0101,PER_VICT,T,P_HTHAB,SK	1.47 	1.11 	0.89 	1.33 	1.31 	1.15 	1.63 	1.52 	1.41 	: 
ICCS0101,PER_VICT,T,P_HTHAB,TR	: 	: 	: 	: 	: 	4.30 	4.15 	4.22 	5.16 	: 
ICCS0101,PER_VICT,T,P_HTHAB,UKC-L	1.38 	1.35 	1.10 	0.99 	0.92 	0.97 	0.94 	1.14 	1.08 	1.17 
ICCS0101,PER_VICT,T,P_HTHAB,UKM	1.09 	1.21 	1.10 	1.16 	1.17 	1.19 	1.76 	1.91 	1.63 	1.87 
ICCS0101,PER_VICT,T,P_HTHAB,UKN	1.29 	0.97 	1.25 	0.93 	1.09 	1.15 	1.27 	1.28 	1.62 	1.36 
ICCS0101,PER_VICT,T,P_HTHAB,XK	: 	1.64 	: 	: 	: 	: 	3.46 	4.80 	3.35 	5.25 
ICCS03011,PER_CNV,F,NR,AL	1 	0 	1 	1 	0 	0 	0 	0 	0 	: 
ICCS03011,PER_CNV,F,NR,AT	1 	2 	2 	2 	9 	1 	3 	6 	2 	0 
ICCS03011,PER_CNV,F,NR,BA	0 	1 	0 	1 	2 	1 	0 	: 	: 	: 
ICCS03011,PER_CNV,F,NR,BE	: 	: 	6 	13 	7 	6 	9 	10 	: 	: 
ICCS03011,PER_CNV,F,NR,BG	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
ICCS03011,PER_CNV,F,NR,CH	0 	0 	0 	2 	0 	0 	0 	1 	2 	0 
ICCS03011,PER_CNV,F,NR,CY	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
ICCS03011,PER_CNV,F,NR,CZ	1 	0 	8 	0 	4 	1 	3 	1 	2 	1 
ICCS03011,PER_CNV,F,NR,DE	14 	2 	4 	6 	6 	3 	8 	9 	12 	5 
ICCS03011,PER_CNV,F,NR,DK	4 	5 	6 	6 	5 	9 	5 	1 	1 	1 
ICCS03011,PER_CNV,F,NR,EE	0 	0 	1 	0 	0 	0 	0 	0 	: 	: 
ICCS03011,PER_CNV,F,NR,ES	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_CNV,F,NR,FI	2 	1 	2 	3 	1 	3 	1 	0 	1 	2 
ICCS03011,PER_CNV,F,NR,FR	7 	7 	10 	3 	16 	23 	17 	10 	21 	17 
ICCS03011,PER_CNV,F,NR,HR	0 	0 	0 	1 	0 	1 	0 	0 	3 	0 
ICCS03011,PER_CNV,F,NR,HU	5 	5 	2 	0 	1 	0 	2 	0 	0 	0 
ICCS03011,PER_CNV,F,NR,IS	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 
ICCS03011,PER_CNV,F,NR,IT	: 	: 	7 	24 	13 	13 	19 	21 	30 	16 
ICCS03011,PER_CNV,F,NR,LT	1 	0 	1 	0 	2 	1 	2 	2 	1 	1 
ICCS03011,PER_CNV,F,NR,LU	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_CNV,F,NR,LV	0 	0 	1 	1 	0 	0 	1 	1 	0 	1 
ICCS03011,PER_CNV,F,NR,ME	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
ICCS03011,PER_CNV,F,NR,MT	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_CNV,F,NR,NL	0 	4 	7 	3 	3 	0 	0 	0 	2 	1 
ICCS03011,PER_CNV,F,NR,NO	: 	: 	7 	2 	1 	4 	3 	0 	0 	4 
ICCS03011,PER_CNV,F,NR,PL	2 	0 	1 	3 	3 	12 	12 	8 	12 	6 
ICCS03011,PER_CNV,F,NR,PT	1 	1 	1 	1 	1 	1 	: 	: 	: 	: 
ICCS03011,PER_CNV,F,NR,RO	5 	: 	6 	7 	12 	5 	2 	4 	2 	0 
ICCS03011,PER_CNV,F,NR,RS	1 	0 	3 	1 	3 	0 	0 	0 	1 	0 
ICCS03011,PER_CNV,F,NR,SE	1 	2 	3 	0 	2 	1 	6 	2 	3 	1 
ICCS03011,PER_CNV,F,NR,SI	: 	0 	1 	0 	0 	0 	0 	0 	0 	0 
ICCS03011,PER_CNV,F,NR,SK	0 	0 	0 	1 	1 	1 	0 	0 	1 	0 
ICCS03011,PER_CNV,F,NR,TR	: 	65 	117 	108 	90 	182 	153 	151 	81 	: 
ICCS03011,PER_CNV,F,NR,UKC-L	: 	10 	13 	6 	10 	11 	5 	3 	2 	1 
ICCS03011,PER_CNV,F,NR,UKM	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 
ICCS03011,PER_CNV,F,NR,UKN	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 
ICCS03011,PER_CNV,F,NR,XK	0 	0 	0 	2 	0 	: 	: 	: 	: 	: 
ICCS03011,PER_CNV,F,P_HTHAB,AL	0.07 	0.00 	0.07 	0.07 	: 	: 	0.00 	: 	0.00 	: 
ICCS03011,PER_CNV,F,P_HTHAB,AT	0.02 	0.05 	0.05 	0.05 	0.21 	0.02 	0.07 	0.14 	0.05 	0.00 
ICCS03011,PER_CNV,F,P_HTHAB,BA	: 	: 	: 	: 	: 	0.05 	0.00 	: 	: 	: 
ICCS03011,PER_CNV,F,P_HTHAB,BE	: 	: 	0.11 	0.23 	0.12 	0.11 	0.16 	0.18 	: 	: 
ICCS03011,PER_CNV,F,P_HTHAB,BG	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
ICCS03011,PER_CNV,F,P_HTHAB,CH	0.00 	0.00 	0.00 	0.05 	0.00 	0.00 	0.00 	0.03 	0.05 	0.00 
ICCS03011,PER_CNV,F,P_HTHAB,CY	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
ICCS03011,PER_CNV,F,P_HTHAB,CZ	0.02 	0.00 	0.15 	0.00 	0.07 	0.02 	0.06 	0.02 	0.04 	0.02 
ICCS03011,PER_CNV,F,P_HTHAB,DE	0.03 	0.00 	0.01 	0.01 	0.01 	0.01 	0.02 	0.02 	0.03 	0.01 
ICCS03011,PER_CNV,F,P_HTHAB,DK	0.14 	0.17 	0.21 	0.21 	0.18 	0.32 	0.18 	0.04 	0.04 	0.04 
ICCS03011,PER_CNV,F,P_HTHAB,EE	0.00 	0.00 	0.14 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 
ICCS03011,PER_CNV,F,P_HTHAB,ES	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_CNV,F,P_HTHAB,FI	0.07 	0.04 	0.07 	0.11 	0.04 	0.11 	0.04 	0.00 	0.04 	0.07 
ICCS03011,PER_CNV,F,P_HTHAB,FR	0.02 	0.02 	0.03 	0.01 	0.05 	0.07 	0.05 	0.03 	0.06 	0.05 
ICCS03011,PER_CNV,F,P_HTHAB,HR	0.00 	0.00 	0.00 	0.05 	0.00 	0.05 	0.00 	0.00 	0.13 	0.00 
ICCS03011,PER_CNV,F,P_HTHAB,HU	0.10 	0.10 	0.04 	0.00 	0.02 	0.00 	0.04 	0.00 	0.00 	0.00 
ICCS03011,PER_CNV,F,P_HTHAB,IS	: 	: 	: 	: 	0.00 	: 	: 	: 	: 	: 
ICCS03011,PER_CNV,F,P_HTHAB,IT	: 	: 	0.02 	0.08 	0.04 	0.04 	0.06 	0.07 	0.10 	0.05 
ICCS03011,PER_CNV,F,P_HTHAB,LT	0.07 	0.00 	0.06 	0.00 	0.12 	0.06 	0.12 	0.12 	0.06 	0.06 
ICCS03011,PER_CNV,F,P_HTHAB,LU	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_CNV,F,P_HTHAB,LV	0.00 	0.00 	0.09 	0.09 	0.00 	0.00 	0.09 	0.09 	0.00 	0.08 
ICCS03011,PER_CNV,F,P_HTHAB,ME	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 
ICCS03011,PER_CNV,F,P_HTHAB,MT	: 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_CNV,F,P_HTHAB,NL	0.00 	0.05 	0.08 	0.04 	0.04 	0.00 	0.00 	0.00 	0.02 	0.01 
ICCS03011,PER_CNV,F,P_HTHAB,NO	: 	: 	0.27 	0.08 	0.04 	0.08 	0.06 	0.00 	0.00 	0.08 
ICCS03011,PER_CNV,F,P_HTHAB,PL	0.01 	0.00 	0.01 	0.02 	0.02 	0.06 	0.06 	0.04 	0.06 	0.03 
ICCS03011,PER_CNV,F,P_HTHAB,PT	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	: 	: 	: 	: 
ICCS03011,PER_CNV,F,P_HTHAB,RO	0.05 	: 	0.06 	0.07 	0.12 	0.05 	0.02 	0.04 	0.02 	0.00 
ICCS03011,PER_CNV,F,P_HTHAB,RS	0.03 	0.00 	0.08 	0.03 	0.08 	0.00 	0.00 	0.00 	0.01 	0.00 
ICCS03011,PER_CNV,F,P_HTHAB,SE	0.02 	0.04 	0.06 	0.00 	0.04 	0.02 	0.13 	0.04 	0.06 	0.02 
ICCS03011,PER_CNV,F,P_HTHAB,SI	: 	0.00 	0.10 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
ICCS03011,PER_CNV,F,P_HTHAB,SK	0.00 	0.00 	0.00 	0.04 	0.04 	0.04 	0.00 	0.00 	0.04 	0.00 
ICCS03011,PER_CNV,F,P_HTHAB,TR	: 	0.17 	0.30 	0.28 	0.24 	0.49 	0.42 	0.42 	0.23 	: 
ICCS03011,PER_CNV,F,P_HTHAB,UKC-L	: 	0.03 	0.04 	0.02 	0.03 	0.04 	0.02 	0.01 	0.01 	0.00 
ICCS03011,PER_CNV,F,P_HTHAB,UKM	0.00 	0.04 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
ICCS03011,PER_CNV,F,P_HTHAB,UKN	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
ICCS03011,PER_CNV,F,P_HTHAB,XK	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_CNV,M,NR,AL	26 	30 	33 	26 	19 	4 	8 	16 	14 	: 
ICCS03011,PER_CNV,M,NR,AT	187 	186 	175 	185 	190 	170 	185 	203 	111 	86 
ICCS03011,PER_CNV,M,NR,BA	31 	55 	43 	47 	39 	42 	46 	: 	: 	: 
ICCS03011,PER_CNV,M,NR,BE	: 	: 	473 	461 	473 	520 	580 	583 	: 	: 
ICCS03011,PER_CNV,M,NR,BG	47 	61 	51 	87 	101 	99 	87 	149 	173 	193 
ICCS03011,PER_CNV,M,NR,CH	88 	126 	116 	119 	121 	125 	98 	151 	133 	159 
ICCS03011,PER_CNV,M,NR,CY	10 	19 	9 	9 	10 	15 	13 	15 	9 	6 
ICCS03011,PER_CNV,M,NR,CZ	206 	234 	158 	172 	201 	197 	178 	173 	167 	153 
ICCS03011,PER_CNV,M,NR,DE	1079 	526 	564 	560 	591 	668 	739 	850 	916 	1063 
ICCS03011,PER_CNV,M,NR,DK	223 	226 	197 	182 	207 	225 	205 	228 	250 	202 
ICCS03011,PER_CNV,M,NR,EE	27 	33 	46 	22 	33 	29 	18 	35 	: 	: 
ICCS03011,PER_CNV,M,NR,ES	25 	52 	40 	64 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_CNV,M,NR,FI	183 	204 	160 	145 	147 	188 	128 	95 	118 	108 
ICCS03011,PER_CNV,M,NR,FR	918 	936 	882 	903 	1180 	1252 	1241 	1351 	1398 	1479 
ICCS03011,PER_CNV,M,NR,HR	86 	86 	35 	53 	47 	47 	54 	74 	91 	78 
ICCS03011,PER_CNV,M,NR,HU	218 	222 	152 	93 	174 	84 	77 	99 	95 	79 
ICCS03011,PER_CNV,M,NR,IS	: 	: 	: 	: 	18 	: 	: 	: 	: 	: 
ICCS03011,PER_CNV,M,NR,IT	: 	: 	1318 	1558 	1488 	1488 	1497 	1519 	2072 	1343 
ICCS03011,PER_CNV,M,NR,LT	77 	79 	99 	83 	80 	105 	139 	120 	95 	104 
ICCS03011,PER_CNV,M,NR,LU	: 	15 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_CNV,M,NR,LV	57 	52 	41 	54 	34 	51 	50 	40 	70 	94 
ICCS03011,PER_CNV,M,NR,ME	5 	7 	3 	7 	7 	3 	7 	2 	9 	: 
ICCS03011,PER_CNV,M,NR,MK	: 	: 	: 	16 	23 	13 	22 	12 	22 	35 
ICCS03011,PER_CNV,M,NR,MT	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_CNV,M,NR,NL	266 	264 	271 	264 	297 	117 	107 	136 	142 	178 
ICCS03011,PER_CNV,M,NR,NO	: 	: 	173 	198 	216 	214 	178 	237 	161 	189 
ICCS03011,PER_CNV,M,NR,PL	400 	409 	394 	413 	429 	763 	724 	818 	886 	930 
ICCS03011,PER_CNV,M,NR,PT	75 	104 	88 	75 	78 	87 	88 	75 	54 	90 
ICCS03011,PER_CNV,M,NR,RO	286 	: 	399 	417 	356 	417 	481 	459 	385 	416 
ICCS03011,PER_CNV,M,NR,RS	69 	91 	77 	146 	139 	122 	109 	96 	139 	149 
ICCS03011,PER_CNV,M,NR,SE	287 	284 	288 	320 	309 	319 	322 	349 	407 	419 
ICCS03011,PER_CNV,M,NR,SI	: 	10 	19 	13 	24 	23 	15 	16 	21 	21 
ICCS03011,PER_CNV,M,NR,SK	25 	35 	32 	31 	34 	45 	31 	36 	36 	43 
ICCS03011,PER_CNV,M,NR,TR	: 	3290 	4601 	4761 	4273 	6714 	4165 	3447 	3146 	: 
ICCS03011,PER_CNV,M,NR,UKC-L	: 	3496 	3187 	2790 	2583 	1134 	1148 	1055 	995 	921 
ICCS03011,PER_CNV,M,NR,UKM	101 	90 	91 	116 	84 	64 	36 	22 	45 	28 
ICCS03011,PER_CNV,M,NR,UKN	: 	11 	16 	28 	14 	20 	7 	13 	17 	15 
ICCS03011,PER_CNV,M,NR,XK	14 	13 	11 	13 	10 	11 	19 	19 	22 	12 
ICCS03011,PER_CNV,M,P_HTHAB,AL	1.79 	2.06 	2.26 	1.78 	: 	: 	0.56 	: 	0.88 	: 
ICCS03011,PER_CNV,M,P_HTHAB,AT	4.34 	4.36 	4.17 	4.45 	4.61 	4.15 	4.54 	4.99 	2.74 	2.13 
ICCS03011,PER_CNV,M,P_HTHAB,BA	: 	: 	: 	: 	: 	2.24 	2.45 	: 	: 	: 
ICCS03011,PER_CNV,M,P_HTHAB,BE	: 	: 	8.56 	8.39 	8.62 	9.54 	10.74 	10.97 	: 	: 
ICCS03011,PER_CNV,M,P_HTHAB,BG	1.36 	1.75 	1.46 	2.47 	2.85 	2.78 	2.42 	4.12 	4.76 	5.27 
ICCS03011,PER_CNV,M,P_HTHAB,CH	2.11 	3.06 	2.85 	2.96 	3.05 	3.19 	2.53 	3.94 	3.51 	4.27 
ICCS03011,PER_CNV,M,P_HTHAB,CY	2.40 	4.60 	2.19 	2.16 	2.38 	3.58 	3.18 	3.75 	2.31 	1.58 
ICCS03011,PER_CNV,M,P_HTHAB,CZ	3.96 	4.51 	3.05 	3.33 	3.89 	3.82 	3.46 	3.37 	3.26 	3.02 
ICCS03011,PER_CNV,M,P_HTHAB,DE	2.65 	1.30 	1.42 	1.42 	1.50 	1.70 	1.89 	2.12 	2.28 	2.64 
ICCS03011,PER_CNV,M,P_HTHAB,DK	7.80 	7.96 	7.01 	6.52 	7.45 	8.13 	7.44 	8.31 	9.15 	7.45 
ICCS03011,PER_CNV,M,P_HTHAB,EE	4.37 	5.35 	7.48 	3.58 	5.36 	4.69 	2.90 	5.64 	: 	: 
ICCS03011,PER_CNV,M,P_HTHAB,ES	0.11 	0.23 	0.18 	0.28 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_CNV,M,P_HTHAB,FI	6.75 	7.55 	5.94 	5.41 	5.51 	7.09 	4.85 	3.62 	4.52 	4.16 
ICCS03011,PER_CNV,M,P_HTHAB,FR	2.84 	2.90 	2.74 	2.82 	3.71 	3.96 	3.94 	4.32 	4.49 	4.77 
ICCS03011,PER_CNV,M,P_HTHAB,HR	4.29 	4.25 	1.72 	2.59 	2.29 	2.28 	2.61 	3.57 	4.38 	3.76 
ICCS03011,PER_CNV,M,P_HTHAB,HU	4.66 	4.73 	3.24 	1.98 	3.69 	1.78 	1.62 	2.08 	1.99 	1.66 
ICCS03011,PER_CNV,M,P_HTHAB,IS	: 	: 	: 	: 	11.15 	: 	: 	: 	: 	: 
ICCS03011,PER_CNV,M,P_HTHAB,IT	: 	: 	4.47 	5.28 	5.15 	5.18 	5.21 	5.30 	7.25 	4.73 
ICCS03011,PER_CNV,M,P_HTHAB,LT	5.87 	5.94 	7.35 	6.12 	5.84 	7.59 	9.88 	8.27 	6.45 	6.99 
ICCS03011,PER_CNV,M,P_HTHAB,LU	: 	5.19 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_CNV,M,P_HTHAB,LV	6.36 	5.75 	4.50 	5.89 	3.67 	5.46 	5.27 	4.12 	7.05 	9.33 
ICCS03011,PER_CNV,M,P_HTHAB,ME	1.62 	2.27 	0.98 	2.28 	2.28 	0.98 	2.29 	0.66 	2.96 	: 
ICCS03011,PER_CNV,M,P_HTHAB,MK	: 	: 	: 	1.55 	2.23 	1.26 	2.13 	1.17 	2.14 	3.41 
ICCS03011,PER_CNV,M,P_HTHAB,MT	: 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_CNV,M,P_HTHAB,NL	3.14 	3.14 	3.24 	3.17 	3.58 	1.41 	1.30 	1.66 	1.74 	2.19 
ICCS03011,PER_CNV,M,P_HTHAB,NO	: 	: 	6.66 	7.71 	8.52 	4.29 	3.62 	4.88 	3.35 	3.99 
ICCS03011,PER_CNV,M,P_HTHAB,PL	2.18 	2.23 	2.14 	2.24 	2.33 	4.14 	3.93 	4.44 	4.81 	5.05 
ICCS03011,PER_CNV,M,P_HTHAB,PT	1.54 	2.12 	1.79 	1.51 	1.56 	1.73 	1.74 	1.48 	1.07 	1.78 
ICCS03011,PER_CNV,M,P_HTHAB,RO	2.98 	: 	4.11 	4.28 	3.65 	4.27 	4.61 	4.39 	3.87 	4.14 
ICCS03011,PER_CNV,M,P_HTHAB,RS	2.01 	2.64 	2.22 	4.20 	3.97 	1.69 	1.50 	1.31 	1.90 	2.02 
ICCS03011,PER_CNV,M,P_HTHAB,SE	5.72 	5.76 	5.91 	6.65 	6.48 	6.75 	6.87 	7.51 	8.84 	9.18 
ICCS03011,PER_CNV,M,P_HTHAB,SI	: 	0.98 	1.86 	1.27 	2.36 	2.26 	1.48 	1.58 	2.09 	2.13 
ICCS03011,PER_CNV,M,P_HTHAB,SK	0.94 	1.32 	1.21 	1.17 	1.29 	1.71 	1.18 	1.37 	1.37 	1.65 
ICCS03011,PER_CNV,M,P_HTHAB,TR	: 	8.33 	11.80 	12.37 	11.26 	17.89 	11.24 	9.45 	8.76 	: 
ICCS03011,PER_CNV,M,P_HTHAB,UKC-L	: 	12.18 	11.21 	9.90 	9.24 	4.09 	4.17 	3.87 	3.68 	3.44 
ICCS03011,PER_CNV,M,P_HTHAB,UKM	3.83 	3.44 	3.50 	4.48 	3.25 	2.49 	1.41 	0.87 	1.78 	1.12 
ICCS03011,PER_CNV,M,P_HTHAB,UKN	: 	1.21 	1.76 	3.11 	1.56 	2.24 	0.79 	1.47 	1.94 	1.73 
ICCS03011,PER_CNV,M,P_HTHAB,XK	: 	1.47 	: 	: 	: 	: 	2.10 	1.70 	2.00 	1.10 
ICCS03011,PER_CNV,T,NR,AL	27 	30 	34 	27 	19 	4 	8 	16 	14 	27 
ICCS03011,PER_CNV,T,NR,AT	188 	188 	177 	187 	199 	171 	188 	209 	113 	86 
ICCS03011,PER_CNV,T,NR,BA	31 	56 	43 	48 	41 	43 	46 	33 	44 	36 
ICCS03011,PER_CNV,T,NR,BE	: 	: 	479 	474 	480 	526 	589 	593 	: 	: 
ICCS03011,PER_CNV,T,NR,BG	47 	61 	51 	87 	101 	99 	87 	149 	173 	193 
ICCS03011,PER_CNV,T,NR,CH	88 	126 	116 	121 	121 	125 	98 	152 	135 	159 
ICCS03011,PER_CNV,T,NR,CY	10 	19 	9 	9 	10 	15 	13 	15 	9 	6 
ICCS03011,PER_CNV,T,NR,CZ	207 	234 	166 	172 	205 	198 	181 	174 	169 	154 
ICCS03011,PER_CNV,T,NR,DE	1093 	528 	568 	566 	597 	671 	747 	859 	928 	1068 
ICCS03011,PER_CNV,T,NR,DK	227 	231 	203 	188 	212 	234 	210 	229 	251 	203 
ICCS03011,PER_CNV,T,NR,EE	27 	33 	47 	22 	33 	29 	18 	35 	: 	: 
ICCS03011,PER_CNV,T,NR,ES	25 	52 	40 	64 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_CNV,T,NR,FI	185 	206 	162 	148 	148 	191 	129 	95 	119 	110 
ICCS03011,PER_CNV,T,NR,FR	925 	943 	892 	906 	1196 	1275 	1258 	1361 	1419 	1496 
ICCS03011,PER_CNV,T,NR,HR	86 	86 	35 	54 	47 	48 	54 	74 	94 	78 
ICCS03011,PER_CNV,T,NR,HU	223 	227 	154 	93 	175 	84 	79 	99 	95 	79 
ICCS03011,PER_CNV,T,NR,IE	: 	: 	156 	125 	35 	35 	35 	37 	: 	: 
ICCS03011,PER_CNV,T,NR,IS	: 	: 	: 	: 	18 	: 	: 	: 	: 	: 
ICCS03011,PER_CNV,T,NR,IT	: 	: 	1325 	1582 	1501 	1501 	1516 	1540 	2102 	1359 
ICCS03011,PER_CNV,T,NR,LI	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 
ICCS03011,PER_CNV,T,NR,LT	78 	79 	100 	83 	82 	106 	141 	122 	96 	105 
ICCS03011,PER_CNV,T,NR,LU	17 	15 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_CNV,T,NR,LV	57 	52 	42 	55 	34 	51 	51 	41 	70 	95 
ICCS03011,PER_CNV,T,NR,ME	5 	7 	3 	7 	7 	3 	7 	2 	9 	: 
ICCS03011,PER_CNV,T,NR,MK	: 	: 	: 	16 	23 	13 	22 	12 	22 	35 
ICCS03011,PER_CNV,T,NR,MT	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_CNV,T,NR,NL	266 	268 	278 	267 	303 	117 	108 	137 	144 	179 
ICCS03011,PER_CNV,T,NR,NO	: 	: 	180 	200 	217 	218 	181 	237 	161 	193 
ICCS03011,PER_CNV,T,NR,PL	402 	409 	395 	416 	432 	775 	736 	826 	898 	936 
ICCS03011,PER_CNV,T,NR,PT	76 	105 	89 	76 	79 	88 	88 	75 	54 	90 
ICCS03011,PER_CNV,T,NR,RO	291 	330 	405 	424 	368 	422 	483 	463 	387 	416 
ICCS03011,PER_CNV,T,NR,RS	70 	91 	80 	147 	142 	122 	109 	96 	140 	149 
ICCS03011,PER_CNV,T,NR,SE	288 	286 	291 	320 	311 	320 	328 	351 	410 	420 
ICCS03011,PER_CNV,T,NR,SI	: 	10 	20 	13 	24 	23 	15 	16 	21 	21 
ICCS03011,PER_CNV,T,NR,SK	25 	35 	32 	32 	35 	46 	31 	36 	37 	43 
ICCS03011,PER_CNV,T,NR,TR	: 	3355 	4718 	4869 	4363 	6896 	4318 	3598 	3227 	: 
ICCS03011,PER_CNV,T,NR,UKC-L	: 	3507 	3204 	2796 	2593 	1145 	1153 	1058 	997 	922 
ICCS03011,PER_CNV,T,NR,UKM	101 	91 	91 	116 	84 	64 	36 	22 	45 	28 
ICCS03011,PER_CNV,T,NR,UKN	: 	11 	16 	28 	14 	20 	7 	13 	17 	15 
ICCS03011,PER_CNV,T,NR,XK	14 	13 	11 	15 	10 	11 	19 	19 	22 	12 
ICCS03011,PER_CNV,T,P_HTHAB,AL	0.94 	1.04 	1.18 	0.93 	: 	: 	0.28 	: 	0.44 	0.85 
ICCS03011,PER_CNV,T,P_HTHAB,AT	2.14 	2.16 	2.06 	2.20 	2.35 	2.03 	2.24 	2.50 	1.36 	1.04 
ICCS03011,PER_CNV,T,P_HTHAB,BA	: 	: 	: 	: 	: 	1.12 	1.20 	0.86 	1.14 	0.94 
ICCS03011,PER_CNV,T,P_HTHAB,BE	: 	: 	4.26 	4.24 	4.30 	4.74 	5.35 	5.47 	: 	: 
ICCS03011,PER_CNV,T,P_HTHAB,BG	0.66 	0.85 	0.71 	1.20 	1.39 	1.35 	1.18 	2.01 	2.32 	2.57 
ICCS03011,PER_CNV,T,P_HTHAB,CH	1.05 	1.51 	1.41 	1.49 	1.51 	1.57 	1.25 	1.95 	1.75 	2.09 
ICCS03011,PER_CNV,T,P_HTHAB,CY	1.17 	2.24 	1.06 	1.05 	1.15 	1.74 	1.55 	1.83 	1.13 	0.77 
ICCS03011,PER_CNV,T,P_HTHAB,CZ	1.96 	2.22 	1.58 	1.64 	1.95 	1.88 	1.73 	1.66 	1.62 	1.49 
ICCS03011,PER_CNV,T,P_HTHAB,DE	1.32 	0.64 	0.70 	0.70 	0.74 	0.84 	0.93 	1.05 	1.13 	1.30 
ICCS03011,PER_CNV,T,P_HTHAB,DK	3.95 	4.05 	3.59 	3.34 	3.78 	4.19 	3.78 	4.14 	4.55 	3.71 
ICCS03011,PER_CNV,T,P_HTHAB,EE	2.05 	2.51 	3.57 	1.67 	2.50 	2.19 	1.35 	2.63 	: 	: 
ICCS03011,PER_CNV,T,P_HTHAB,ES	0.05 	0.11 	0.09 	0.14 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_CNV,T,P_HTHAB,FI	3.36 	3.75 	2.96 	2.71 	2.73 	3.54 	2.40 	1.78 	2.23 	2.08 
ICCS03011,PER_CNV,T,P_HTHAB,FR	1.38 	1.42 	1.34 	1.37 	1.82 	1.95 	1.94 	2.10 	2.21 	2.34 
ICCS03011,PER_CNV,T,P_HTHAB,HR	2.07 	2.05 	0.83 	1.27 	1.10 	1.12 	1.26 	1.72 	2.18 	1.81 
ICCS03011,PER_CNV,T,P_HTHAB,HU	2.28 	2.31 	1.56 	0.94 	1.77 	0.85 	0.79 	0.99 	0.95 	0.79 
ICCS03011,PER_CNV,T,P_HTHAB,IE	: 	: 	3.37 	2.71 	0.76 	0.76 	0.77 	0.81 	: 	: 
ICCS03011,PER_CNV,T,P_HTHAB,IS	: 	: 	: 	: 	5.59 	: 	: 	: 	: 	: 
ICCS03011,PER_CNV,T,P_HTHAB,IT	: 	: 	2.18 	2.60 	2.51 	2.53 	2.55 	2.60 	3.56 	2.32 
ICCS03011,PER_CNV,T,P_HTHAB,LI	: 	: 	: 	: 	: 	: 	: 	0.00 	: 	: 
ICCS03011,PER_CNV,T,P_HTHAB,LT	2.74 	2.73 	3.42 	2.82 	2.76 	3.53 	4.62 	3.88 	3.02 	3.27 
ICCS03011,PER_CNV,T,P_HTHAB,LU	2.88 	2.60 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_CNV,T,P_HTHAB,LV	2.92 	2.64 	2.11 	2.75 	1.68 	2.49 	2.46 	1.93 	3.24 	4.33 
